clean_text,label,emotion
say roy moore wrong side trump 's border wall,0,sadness
debate last week politifact came said everything said true,0,neutral
embryonic stem cell research dead end one good example successful treatment,0,sadness
barack obama said 2004 basically agreed way george bush conducting war,0,neutral
president barack obama 's job bill sue unemployed n't get job think n't hired unemployed,1,anger
texas rank third teen pregnancy repeat teen pregnancy,1,neutral
never raised county tax levy seven straight year,1,neutral
quote bernie sander saying christianity insult muslim,0,anger
cia paid two psychologist 81 million develop run torture program,1,disgust
woman disproportionately impacted voter id law especially married woman change name whose id accurately reflect gender,1,neutral
say give israel billion annually aid zero detroit,0,neutral
president confess writing court illegally diverting charitable contribution supposed go veteran,0,disgust
voted fund president trump 's wall,1,neutral
israeli gave 000 terrorist return one sergeant,1,anger
limberbutt mccubbins five year old cat candidate 2016 presidential election,0,neutral
say lose nearly 40 000 people country gun violence number country come even close,0,sadness
firearm available 17 time likely used either suicide assaulting friend relative acquaintance used fending intruder,0,fear
president obama declared disaster 48 50 state year,1,neutral
say 's first aggie governor texas,1,neutral
60 patient admitted hospital uk fully vaccinated,0,neutral
house speaker nancy pelosi said week democrat pas terrible health care bill american people actually find 's,1,fear
milwaukee county executive sell public museum airport zoo without county board approval,1,neutral
since 2007 david jolly given almost 30 000 keep democrat congress,1,anger
interior department charge salmon 're fresh water commerce department handle 're saltwater,1,neutral
federal government spending 25 percent entire economy versus 100 year ago spent percent,1,neutral
texas installed wind power state four country,1,neutral
rhode island 's export increased 53 percent last two year,1,neutral
today united state sadly one lowest voter turnout major country earth,1,sadness
wisconsin currently seeing influx new resident illinois seeing outflux,1,neutral
jim marshall vote liberal washington n't fooled,0,neutral
working tax cut created 40 000 new job last four year,0,neutral
say portland higher standard fed allowed police use force,1,neutral
prior obamacare wisconsin 95 percent wisconsinite covered insurance obamacare 95 percent wisconsinite covered insurance n't impact,0,neutral
single night january 2015 state local planning agency rhode island reported following estimate homelessness 107 veteran homeless,0,sadness
million died covid injection,0,sadness
governor state 49 percent closest race house history 're dealing 70 30 like want make,1,neutral
every year first coast guard district save 350 life northeast,1,neutral
economy still three people looking every job opening,1,neutral
tell president barack obama also asked former president george bush felt american hating,1,disgust
're producer oil world 've surpassed saudi arabia,1,neutral
say measure 386 cost fortune election measure 388 cost less,0,neutral
say state senate candidate monk elmer voted exceed school district property tax spending cap,0,neutral
say paul workman authored legislation providing amnesty illegal immigrant,0,neutral
number swat raid gone 400 percent since 1980s,1,neutral
stock market almost tripled since april 2009,1,surprise
gov roy cooper consider type diabetes lying health issue,0,anger
last time illinois raised minimum wage 2006 next year state lost 50 000 job prediction time 'll lose 90 000 job,0,sadness
accident 50 percent injury accident 60 percent rebuilt marquette interchange milwaukee,1,neutral
backlog untested rape kit wisconsin,0,neutral
say michele bachmann said english good enough jesus wrote bible,0,neutral
department education official investigating virginia tech shooting gotten car driven blacksburg talk police chief university president anyone else,1,neutral
affordable care act major reason 've seen 50 000 fewer preventable patient death hospital,1,neutral
bag cheetos cost less buy apple milwaukee neighborhood good luck trying find apple banana sort healthy option,1,neutral
